"","date","song","artist","image_url","last_week","weeks_on_chart","weeks_at_1"
"330","2006-04-22","Bad Day","Daniel Powter","https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-badday-oxt-180x180.jpg","1","9","3"
"331","2006-04-29","Bad Day","Daniel Powter","https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-badday-oxt-180x180.jpg","1","10","4"
"332","2006-05-06","Bad Day","Daniel Powter","https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-badday-oxt-180x180.jpg","1","11","5"
"333","2006-05-13","SOS","Rihanna","https://charts-static.billboard.com/img/2006/02/rihanna-k0p-sos-mgn-180x180.jpg","34","12","1"
"334","2006-05-20","SOS","Rihanna","https://charts-static.billboard.com/img/2006/02/rihanna-k0p-sos-mgn-180x180.jpg","1","13","2"
"335","2006-05-27","SOS","Rihanna","https://charts-static.billboard.com/img/2006/02/rihanna-k0p-sos-mgn-180x180.jpg","1","14","3"
"336","2006-06-03","Ridin'","Chamillionaire Featuring Krayzie Bone","https://charts-static.billboard.com/img/2006/01/chamillionaire-brc-106x106.jpg","3","14","1"
"337","2006-06-10","Ridin'","Chamillionaire Featuring Krayzie Bone","https://charts-static.billboard.com/img/2006/01/chamillionaire-brc-106x106.jpg","1","15","2"
"338","2006-06-17","Hips Don't Lie","Shakira Featuring Wyclef Jean","https://charts-static.billboard.com/img/2006/03/shakira-2jn-hipsdontlie-a5w-180x180.jpg","9","12","1"
"339","2006-06-24","Hips Don't Lie","Shakira Featuring Wyclef Jean","https://charts-static.billboard.com/img/2006/03/shakira-2jn-hipsdontlie-a5w-180x180.jpg","1","13","2"
"340","2006-07-01","Do I Make You Proud","Taylor Hicks","https://charts-static.billboard.com/img/2006/06/taylor-hicks-crw-106x106.jpg","-","1",NA
"341","2006-07-08","Promiscuous","Nelly Furtado Featuring Timbaland","https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg","3","8","1"
"342","2006-07-15","Promiscuous","Nelly Furtado Featuring Timbaland","https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg","1","9","2"
"343","2006-07-22","Promiscuous","Nelly Furtado Featuring Timbaland","https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg","1","10","3"
"344","2006-07-29","Promiscuous","Nelly Furtado Featuring Timbaland","https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg","1","11","4"
"345","2006-08-05","Promiscuous","Nelly Furtado Featuring Timbaland","https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg","1","12","5"
"346","2006-08-12","Promiscuous","Nelly Furtado Featuring Timbaland","https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg","1","13","6"
"347","2006-08-19","London Bridge","Fergie","https://charts-static.billboard.com/img/2006/07/fergie-1jy-180x180.jpg","5","3","1"
"348","2006-08-26","London Bridge","Fergie","https://charts-static.billboard.com/img/2006/07/fergie-1jy-180x180.jpg","1","4","2"
"349","2006-09-02","London Bridge","Fergie","https://charts-static.billboard.com/img/2006/07/fergie-1jy-180x180.jpg","1","5","3"
"350","2006-09-09","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","31","8","1"
"351","2006-09-16","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","9","2"
"352","2006-09-23","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","10","3"
"353","2006-09-30","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","11","4"
"354","2006-10-07","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","12","5"
"355","2006-10-14","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","13","6"
"356","2006-10-21","SexyBack","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","14","7"
"357","2006-10-28","Money Maker","Ludacris Featuring Pharrell","https://charts-static.billboard.com/img/2000/06/ludacris-mqj-180x180.jpg","2","10","1"
"358","2006-11-04","Money Maker","Ludacris Featuring Pharrell","https://charts-static.billboard.com/img/2000/06/ludacris-mqj-180x180.jpg","1","11","2"
"359","2006-11-11","My Love","Justin Timberlake Featuring T.I.","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","5","8","1"
"360","2006-11-18","My Love","Justin Timberlake Featuring T.I.","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","9","2"
"361","2006-11-25","My Love","Justin Timberlake Featuring T.I.","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","1","10","3"
"362","2006-12-02","I Wanna Love You","Akon Featuring Snoop Dogg","https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg","17","8","1"
"363","2006-12-09","I Wanna Love You","Akon Featuring Snoop Dogg","https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg","1","9","2"
"364","2006-12-16","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","2","7","1"
"365","2006-12-23","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","8","2"
"366","2006-12-30","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","9","3"
"367","2007-01-06","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","10","4"
"368","2007-01-13","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","11","5"
"369","2007-01-20","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","12","6"
"370","2007-01-27","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","13","7"
"371","2007-02-03","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","14","8"
"372","2007-02-10","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","15","9"
"373","2007-02-17","Irreplaceable","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","16","10"
"374","2007-02-24","Say It Right","Nelly Furtado","https://charts-static.billboard.com/img/2006/11/nelly-furtado-ezw-106x106.jpg","2","14","1"
"375","2007-03-03","What Goes Around...Comes Around","Justin Timberlake","https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg","8","11","1"
"376","2007-03-10","This Is Why I'm Hot","Mims","https://charts-static.billboard.com/img/2006/09/mims-8cw-thisiswhyimhot-ap1-180x180.jpg","32","6","1"
"377","2007-03-17","This Is Why I'm Hot","Mims","https://charts-static.billboard.com/img/2006/09/mims-8cw-thisiswhyimhot-ap1-180x180.jpg","1","7","2"
"378","2007-03-24","Glamorous","Fergie Featuring Ludacris","https://charts-static.billboard.com/img/2006/07/fergie-1jy-180x180.jpg","8","9","1"
"379","2007-03-31","Glamorous","Fergie Featuring Ludacris","https://charts-static.billboard.com/img/2006/07/fergie-1jy-180x180.jpg","1","10","2"
"380","2007-04-07","Don't Matter","Akon","https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg","3","10","1"
"381","2007-04-14","Don't Matter","Akon","https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg","1","11","2"
"382","2007-04-21","Give It To Me","Timbaland Featuring Nelly Furtado & Justin Timberlake","https://charts-static.billboard.com/img/1997/06/timbaland-zbn-106x106.jpg","42","9","1"
"383","2007-04-28","Give It To Me","Timbaland Featuring Nelly Furtado & Justin Timberlake","https://charts-static.billboard.com/img/1997/06/timbaland-zbn-106x106.jpg","1","10","2"
"384","2007-05-05","Girlfriend","Avril Lavigne","https://charts-static.billboard.com/img/2007/03/avril-lavigne-j91-girlfriend-p8s-180x180.jpg","3","8","1"
"385","2007-05-12","Makes Me Wonder","Maroon 5","https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg","64","4","1"
"386","2007-05-19","Makes Me Wonder","Maroon 5","https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg","1","5","2"
"387","2007-05-26","Buy U A Drank (Shawty Snappin')","T-Pain Featuring Yung Joc","https://charts-static.billboard.com/img/2005/08/t-pain-4f2-180x180.jpg","3","12","1"
"388","2007-06-02","Makes Me Wonder","Maroon 5","https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg","2","7","3"
"389","2007-06-09","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","41","7","1"
"390","2007-06-16","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","1","8","2"
"391","2007-06-23","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","1","9","3"
"392","2007-06-30","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","1","10","4"
"393","2007-07-07","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","1","11","5"
"394","2007-07-14","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","1","12","6"
"395","2007-07-21","Umbrella","Rihanna Featuring Jay-Z","https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg","1","13","7"
"396","2007-07-28","Hey There Delilah","Plain White T's","https://charts-static.billboard.com/img/2007/03/plain-white-ts-kgg-heytheredelilah-cmy-180x180.jpg","2","16","1"
"397","2007-08-04","Hey There Delilah","Plain White T's","https://charts-static.billboard.com/img/2007/03/plain-white-ts-kgg-heytheredelilah-cmy-180x180.jpg","1","17","2"
"398","2007-08-11","Beautiful Girls","Sean Kingston","https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg","23","10","1"
"399","2007-08-18","Beautiful Girls","Sean Kingston","https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg","1","11","2"
"400","2007-08-25","Beautiful Girls","Sean Kingston","https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg","1","12","3"
"401","2007-09-01","Beautiful Girls","Sean Kingston","https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg","1","13","4"
"402","2007-09-08","Big Girls Don't Cry","Fergie","https://charts-static.billboard.com/img/2006/07/fergie-1jy-180x180.jpg","2","19","1"
"403","2007-09-15","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","2","8","1"
"404","2007-09-22","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","1","9","2"
"405","2007-09-29","Stronger","Kanye West","https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg","2","8","1"
"406","2007-10-06","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","2","11","3"
"407","2007-10-13","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","1","12","4"
"408","2007-10-20","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","1","13","5"
"409","2007-10-27","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","1","14","6"
"410","2007-11-03","Crank That (Soulja Boy)","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg","1","15","7"
"411","2007-11-10","Kiss Kiss","Chris Brown Featuring T-Pain","https://charts-static.billboard.com/img/2005/07/chris-brown-94g-180x180.jpg","2","7","1"
"412","2007-11-17","Kiss Kiss","Chris Brown Featuring T-Pain","https://charts-static.billboard.com/img/2005/07/chris-brown-94g-180x180.jpg","1","8","2"
"413","2007-11-24","Kiss Kiss","Chris Brown Featuring T-Pain","https://charts-static.billboard.com/img/2005/07/chris-brown-94g-180x180.jpg","1","9","3"
"414","2007-12-01","No One","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","2","11","1"
"415","2007-12-08","No One","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","12","2"
"416","2007-12-15","No One","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","13","3"
"417","2007-12-22","No One","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","14","4"
"418","2007-12-29","No One","Alicia Keys","https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg","1","15","5"
"419","2008-01-05","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","2","9","1"
"420","2008-01-12","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","10","2"
"421","2008-01-19","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","11","3"
"422","2008-01-26","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","12","4"
"423","2008-02-02","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","13","5"
"424","2008-02-09","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","14","6"
"425","2008-02-16","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","15","7"
"426","2008-02-23","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","16","8"
"427","2008-03-01","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","17","9"
"428","2008-03-08","Low","Flo Rida Featuring T-Pain","https://charts-static.billboard.com/img/2007/06/flo-rida-mfl-180x180.jpg","1","18","10"
"429","2008-03-15","Love In This Club","Usher Featuring Young Jeezy","https://charts-static.billboard.com/img/2008/02/usher-ba7-loveinthisclub-c6v-180x180.jpg","51","3","1"
"430","2008-03-22","Love In This Club","Usher Featuring Young Jeezy","https://charts-static.billboard.com/img/2008/02/usher-ba7-loveinthisclub-c6v-180x180.jpg","1","4","2"
"431","2008-03-29","Love In This Club","Usher Featuring Young Jeezy","https://charts-static.billboard.com/img/2008/02/usher-ba7-loveinthisclub-c6v-180x180.jpg","1","5","3"
"432","2008-04-05","Bleeding Love","Leona Lewis","https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleedinglove-o56-180x180.jpg","8","6","1"
"433","2008-04-12","Touch My Body","Mariah Carey","https://charts-static.billboard.com/img/2008/02/mariah-carey-x65-touchmybody-64l-180x180.jpg","15","7","1"
"434","2008-04-19","Touch My Body","Mariah Carey","https://charts-static.billboard.com/img/2008/02/mariah-carey-x65-touchmybody-64l-180x180.jpg","1","8","2"
"435","2008-04-26","Bleeding Love","Leona Lewis","https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleedinglove-o56-180x180.jpg","2","9","2"
"436","2008-05-03","Lollipop","Lil Wayne Featuring Static Major","https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg","2","6","1"
"437","2008-05-10","Bleeding Love","Leona Lewis","https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleedinglove-o56-180x180.jpg","2","11","3"
"438","2008-05-17","Bleeding Love","Leona Lewis","https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleedinglove-o56-180x180.jpg","1","12","4"
"439","2008-05-24","Take A Bow","Rihanna","https://charts-static.billboard.com/img/2005/06/rihanna-k0p-180x180.jpg","53","5","1"
"440","2008-05-31","Lollipop","Lil Wayne Featuring Static Major","https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg","3","10","2"
"441","2008-06-07","Lollipop","Lil Wayne Featuring Static Major","https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg","1","11","3"
"442","2008-06-14","Lollipop","Lil Wayne Featuring Static Major","https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg","1","12","4"
"443","2008-06-21","Lollipop","Lil Wayne Featuring Static Major","https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg","1","13","5"
"444","2008-06-28","Viva La Vida","Coldplay","https://charts-static.billboard.com/img/2008/05/coldplay-bm3-vivalavida-57s-180x180.jpg","2","6","1"
"445","2008-07-05","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","2","7","1"
"446","2008-07-12","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","1","8","2"
"447","2008-07-19","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","1","9","3"
"448","2008-07-26","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","1","10","4"
"449","2008-08-02","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","1","11","5"
"450","2008-08-09","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","1","12","6"
"451","2008-08-16","I Kissed A Girl","Katy Perry","https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg","1","13","7"
"452","2008-08-23","Disturbia","Rihanna","https://charts-static.billboard.com/img/2008/06/rihanna-k0p-disturbia-yc3-180x180.jpg","3","8","1"
"453","2008-08-30","Disturbia","Rihanna","https://charts-static.billboard.com/img/2008/06/rihanna-k0p-disturbia-yc3-180x180.jpg","1","9","2"
"454","2008-09-06","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","71","3","1"
"455","2008-09-13","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","4","2"
"456","2008-09-20","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","5","3"
"457","2008-09-27","So What","P!nk","https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg","2","4","1"
"458","2008-10-04","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","2","7","4"
"459","2008-10-11","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","8","5"
"460","2008-10-18","Live Your Life","T.I. Featuring Rihanna","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","80","2","1"
"461","2008-10-25","Womanizer","Britney Spears","https://charts-static.billboard.com/img/2008/10/britney-spears-l78-womanizer-dod-180x180.jpg","96","2","1"
"462","2008-11-01","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","2","11","6"
"463","2008-11-08","Whatever You Like","T.I.","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","12","7"
"464","2008-11-15","Live Your Life","T.I. Featuring Rihanna","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","2","6","2"
"465","2008-11-22","Live Your Life","T.I. Featuring Rihanna","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","7","3"
"466","2008-11-29","Live Your Life","T.I. Featuring Rihanna","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","8","4"
"467","2008-12-06","Live Your Life","T.I. Featuring Rihanna","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","1","9","5"
"468","2008-12-13","Single Ladies (Put A Ring On It)","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","2","7","1"
"469","2008-12-20","Live Your Life","T.I. Featuring Rihanna","https://charts-static.billboard.com/img/2001/08/ti-d9m-180x180.jpg","2","11","6"
"470","2008-12-27","Single Ladies (Put A Ring On It)","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","2","9","2"
"471","2009-01-03","Single Ladies (Put A Ring On It)","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","10","3"
"472","2009-01-10","Single Ladies (Put A Ring On It)","Beyonce","https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg","1","11","4"
"473","2009-01-17","Just Dance","Lady Gaga Featuring Colby O'Donis","https://charts-static.billboard.com/img/2008/04/lady-gaga-r3b-180x180.jpg","2","22","1"
"474","2009-01-24","Just Dance","Lady Gaga Featuring Colby O'Donis","https://charts-static.billboard.com/img/2008/04/lady-gaga-r3b-180x180.jpg","1","23","2"
"475","2009-01-31","Just Dance","Lady Gaga Featuring Colby O'Donis","https://charts-static.billboard.com/img/2008/04/lady-gaga-r3b-180x180.jpg","1","24","3"
"476","2009-02-07","My Life Would Suck Without You","Kelly Clarkson","https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg","97","2","1"
"477","2009-02-14","My Life Would Suck Without You","Kelly Clarkson","https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg","1","3","2"
"478","2009-02-21","Crack A Bottle","Eminem, Dr. Dre & 50 Cent","https://charts-static.billboard.com/img/2009/01/eminem-9fn-crackabottle-d4a-180x180.jpg","78","4","1"
"479","2009-02-28","Right Round","Flo Rida","https://charts-static.billboard.com/img/2009/01/flo-rida-mfl-rightround-77j-180x180.jpg","58","3","1"
"480","2009-03-07","Right Round","Flo Rida","https://charts-static.billboard.com/img/2009/01/flo-rida-mfl-rightround-77j-180x180.jpg","1","4","2"
"481","2009-03-14","Right Round","Flo Rida","https://charts-static.billboard.com/img/2009/01/flo-rida-mfl-rightround-77j-180x180.jpg","1","5","3"
"482","2009-03-21","Right Round","Flo Rida","https://charts-static.billboard.com/img/2009/01/flo-rida-mfl-rightround-77j-180x180.jpg","1","6","4"
"483","2009-03-28","Right Round","Flo Rida","https://charts-static.billboard.com/img/2009/01/flo-rida-mfl-rightround-77j-180x180.jpg","1","7","5"
"484","2009-04-04","Right Round","Flo Rida","https://charts-static.billboard.com/img/2009/01/flo-rida-mfl-rightround-77j-180x180.jpg","1","8","6"
"485","2009-04-11","Poker Face","Lady Gaga","https://charts-static.billboard.com/img/2008/09/lady-gaga-r3b-pokerface-e9c-180x180.jpg","2","15","1"
"486","2009-04-18","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","39","4","1"
"487","2009-04-25","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","5","2"
"488","2009-05-02","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","6","3"
"489","2009-05-09","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","7","4"
"490","2009-05-16","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","8","5"
"491","2009-05-23","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","9","6"
"492","2009-05-30","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","10","7"
"493","2009-06-06","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","11","8"
"494","2009-06-13","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","12","9"
"495","2009-06-20","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","13","10"
"496","2009-06-27","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","14","11"
"497","2009-07-04","Boom Boom Pow","The Black Eyed Peas","https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg","1","15","12"
"498","2009-07-11","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","2","3","1"
"499","2009-07-18","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","4","2"
"500","2009-07-25","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","5","3"
"501","2009-08-01","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","6","4"
"502","2009-08-08","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","7","5"
"503","2009-08-15","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","8","6"
"504","2009-08-22","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","9","7"
"505","2009-08-29","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","10","8"
"506","2009-09-05","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","11","9"
"507","2009-09-12","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","12","10"
"508","2009-09-19","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","13","11"
"509","2009-09-26","I Gotta Feeling","The Black Eyed Peas","https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-vrz-igottafeeling-es5-180x180.jpg","1","14","12"
